NAME,INCHKEY,SMILES,Experimental Retention Time,XGBOOST,RANDOM FOREST,BRNN,LIGHTGBM,KERAS,,XGBOOST,BRNN,RANDOM FOREST,LIGHTGBM,KERAS
Cocaine,ZPUCINDJVBIVPJ-LJISPDSOSA-N,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,2.20,2.76,2.57,2.50,2.69,2.25,,0.56,0.37,0.29,0.49,0.04
Cortodoxone,WHBHBVVOGNECLV-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,1.15,1.15,1.16,1.24,1.19,0.95,,0.00,0.01,0.10,0.04,0.20
Decanal,KSMVZQYAVGTKIV-UHFFFAOYSA-N,CCCCCCCCCC=O,2.17,3.38,3.40,3.13,3.02,3.58,,1.21,1.23,0.97,0.86,1.42
Dehydroepiandrosterone,FMGSKLZLMKYGDP-USOAJAOKSA-N,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,1.03,1.17,1.09,2.00,1.21,0.94,,0.14,0.06,0.97,0.18,0.09
Deoxyuridine monophosphate,JSRLJPSBLDHEIO-SHYZEUOFSA-N,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,8.25,8.42,8.36,8.55,8.77,8.83,,0.17,0.11,0.30,0.53,0.58
Desulfo Glucoraphanin,UYHMVWFYYZIVOP-RUAQSNJLSA-N,CS(=O)CCCCC(=NO)SC1C(C(C(C(O1)CO)O)O)O,6.61,6.47,6.51,5.30,6.38,2.87,,0.14,0.11,1.31,0.24,3.74
Dextromethorphan,MKXZASYAUGDDCJ-NJAFHUGGSA-N,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,2.64,3.02,2.91,3.37,2.97,3.59,,0.38,0.27,0.73,0.32,0.95
Dihydrosphingosine,OTKJDMGTUTTYMP-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(C(CO)N)O,4.47,4.42,4.47,3.73,4.35,4.32,,0.05,0.01,0.74,0.12,0.15
Diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,2.15,2.16,2.24,2.53,2.39,2.26,,0.01,0.09,0.38,0.24,0.11
Ecgonine methylester,QIQNNBXHAYSQRY-UYXSQOIJSA-N,CN1C2CCC1C(C(C2)O)C(=O)OC,4.18,4.49,4.37,4.98,4.33,5.97,,0.31,0.19,0.80,0.15,1.79
Efavirenz,XPOQHMRABVBWPR-ZDUSSCGKSA-N,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,0.98,1.02,1.11,0.81,1.03,1.45,,0.04,0.14,0.17,0.05,0.48
Epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,3.01,3.64,3.54,3.76,3.87,5.01,,0.63,0.54,0.75,0.86,2.00
Ergosterol,DNVPQKQSNYMLRS-APGDWVJJSA-N,CC(C=CC(C)C(C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,1.43,1.54,1.49,2.21,1.65,1.09,,0.11,0.05,0.77,0.21,0.34
Ethynylestradiol,BFPYWIDHMRZLRN-SLHNCBLASA-N,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,0.99,1.40,1.09,1.00,1.41,0.80,,0.41,0.10,0.01,0.42,0.19
Ferulic acid,KSEBMYQBYZTDHS-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C=CC(=O)O)O,1.31,1.29,1.39,2.02,1.21,2.70,,0.02,0.08,0.71,0.10,1.39
Geniposide,IBFYXTRXDNAPMM-BVTMAQQCSA-N,COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O,4.53,4.43,4.62,4.05,4.82,4.75,,0.10,0.09,0.48,0.29,0.22
Gentisinic acid,WXTMDXOMEHJXQO-UHFFFAOYSA-N,C1=CC(=C(C=C1O)C(=O)O)O,3.18,2.47,3.00,2.00,2.54,1.90,,0.71,0.19,1.18,0.65,1.28
Glucoraphanin,GMMLNKINDDUDCF-BYNGITTOSA-N,CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,7.37,8.05,7.78,7.58,8.14,7.39,,0.68,0.42,0.21,0.78,0.03
Glucose,GZCGUPFRVQAUEE-SLPGGIOYSA-N,C(C(C(C(C(C=O)O)O)O)O)O,1.84,2.74,3.55,4.20,2.76,4.29,,0.90,1.70,2.36,0.91,2.44
Glutamine,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,C(CC(=O)N)C(C(=O)[O-])[NH3+],8.19,8.03,8.07,8.05,8.00,8.65,,0.16,0.12,0.14,0.19,0.46
Heptadecanoic acid,KEMQGTRYUADPNZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(=O)O,3.01,2.79,2.66,2.47,2.79,2.09,,0.22,0.35,0.54,0.22,0.92
Hydrocodone,LLPOLZWFYMWNKH-CMKMFDCUSA-N,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,3.80,4.11,4.01,3.30,4.28,4.30,,0.31,0.21,0.50,0.48,0.50
Isomaltose,DLRVVLDZNNYCBX-RTPHMHGBSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,7.19,8.25,7.83,8.08,8.16,8.95,,1.06,0.64,0.89,0.97,1.76
Isorhamnetin-3-glucoside,CQLRUIIRRZYHHS-LFXZADKFSA-N,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,4.49,4.81,4.65,4.58,4.92,5.24,,0.32,0.17,0.09,0.43,0.75
Ketoisovaleric acid,QHKABHOOEWYVLI-UHFFFAOYSA-N,CC(C)C(=O)C(=O)O,2.84,2.65,2.70,2.11,2.50,3.76,,0.19,0.14,0.74,0.35,0.91
Limonene,XMGQYMWWDOXHJM-UHFFFAOYSA-N,CC1=CCC(CC1)C(=C)C,0.92,2.05,2.42,2.89,1.85,4.64,,1.13,1.50,1.97,0.93,3.72
Maleamic acid,FSQQTNAZHBEJLS-UPHRSURJSA-N,C(=CC(=O)O)C(=O)N,1.12,2.46,2.61,3.63,1.88,4.63,,1.34,1.49,2.52,0.76,3.52
Memantine,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC12CC3CC(C1)(CC(C3)(C2)N)C,4.24,3.90,4.11,4.62,4.22,3.05,,0.34,0.13,0.38,0.02,1.19
Methamphetamine,MYWUZJCMWCOHBA-VIFPVBQESA-N,CC(CC1=CC=CC=C1)NC,3.33,3.65,3.71,3.91,3.49,4.00,,0.32,0.37,0.57,0.16,0.66
Methoxamine,WJAJPNHVVFWKKL-UHFFFAOYSA-N,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,4.75,4.90,4.77,3.75,4.72,3.98,,0.15,0.02,1.00,0.03,0.77
Methylgallate,FBSFWRHWHYMIOG-UHFFFAOYSA-N,COC(=O)C1=CC(=C(C(=C1)O)O)O,1.43,1.42,1.94,1.66,1.59,1.46,,0.01,0.50,0.23,0.16,0.03
Methyltyrosinate,MWZPENIJLUWBSY-VIFPVBQESA-N,COC(=O)C(CC1=CC=C(C=C1)O)N,4.23,4.12,4.34,4.26,3.83,5.07,,0.11,0.11,0.03,0.40,0.84
Monoolein,RZRNAYUHWVFMIP-KTKRTIGZSA-N,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O,1.19,0.86,1.15,1.40,0.78,1.81,,0.33,0.03,0.21,0.40,0.62
"N,N-Dimethylglycine",FFDGPVCHZBVARC-UHFFFAOYSA-N,CN(C)CC(=O)O,7.40,7.39,6.93,6.94,7.64,7.11,,0.01,0.47,0.46,0.24,0.29
N-Methylhistidine,BRMWTNUJHUMWMS-LURJTMIESA-N,CN1C=C(N=C1)CC(C(=O)[O-])[NH3+],9.02,8.82,8.44,7.47,8.93,7.86,,0.20,0.58,1.56,0.09,1.16
N-Methylserine,PSFABYLDRXJYID-UHFFFAOYSA-N,CNC(CO)C(=O)O,7.70,7.85,7.55,7.78,7.77,7.77,,0.15,0.15,0.08,0.07,0.07
Naproxen,CMWTZPSULFXXJA-VIFPVBQESA-N,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,1.08,1.16,1.15,2.15,1.15,2.51,,0.08,0.06,1.07,0.07,1.43
Nitrendipine,PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,0.95,0.92,1.00,1.00,1.09,1.49,,0.03,0.06,0.05,0.14,0.54
Octanal,NUJGJRNETVAIRJ-UHFFFAOYSA-N,CCCCCCCC=O,6.98,6.29,6.19,3.25,6.01,4.05,,0.69,0.79,3.73,0.97,2.93
Octanol,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,8.47,8.25,7.55,3.69,7.98,3.66,,0.22,0.92,4.79,0.49,4.82
Oxytetracycline,IWVCMVBTMGNXQD-PXOLEDIWSA-N,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,5.95,6.36,5.99,6.48,6.53,4.94,,0.41,0.04,0.53,0.59,1.01
p-(Dimethylamino)azobenzene [methyl yellow],JCYPECIVGRXBMO-UHFFFAOYSA-N,CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,0.93,0.97,1.33,0.90,0.89,1.75,,0.04,0.40,0.03,0.04,0.82
p-Coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,C1=CC(=CC=C1C=CC(=O)O)O,1.38,1.72,1.82,2.39,1.80,3.73,,0.34,0.44,1.01,0.42,2.35
Palmitoylcarnitine cation,XOMRRQXKHMYMOC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,3.23,2.76,2.94,2.46,2.45,4.16,,0.47,0.29,0.76,0.78,0.93
Panthenol,SNPLKNRPJHDVJA-ZETCQYMHSA-N,CC(C)(CO)C(C(=O)NCCCO)O,1.90,2.62,2.93,3.55,2.95,3.87,,0.72,1.03,1.65,1.05,1.97
Pentazocine,VOKSWYLNZZRQPF-GDIGMMSISA-N,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,2.65,2.60,2.59,2.82,2.47,3.11,,0.05,0.06,0.17,0.18,0.45
Petunidin-3-glucoside,CCQDWIRWKWIUKK-QKYBYQKWSA-O,COC1=CC(=CC(=C1O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O,4.47,4.89,4.78,5.57,4.76,6.22,,0.42,0.30,1.09,0.28,1.74
Phenmetrazine,OOBHFESNSZDWIU-UHFFFAOYSA-N,CC1C(OCCN1)C2=CC=CC=C2,4.04,3.64,3.87,3.23,3.85,2.57,,0.40,0.17,0.81,0.18,1.46
Phenprobamate,CAMYKONBWHRPDD-UHFFFAOYSA-N,C1=CC=C(C=C1)CCCOC(=O)N,1.01,1.49,1.70,2.49,1.53,3.12,,0.48,0.69,1.48,0.52,2.12
Phentermine,DHHVAGZRUROJKS-UHFFFAOYSA-N,CC(C)(CC1=CC=CC=C1)N,6.23,5.33,5.23,3.82,5.10,4.09,,0.90,1.00,2.41,1.13,2.14
Phenylalanine,COLNVLDHVKWLRT-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(C(=O)O)N,6.52,6.50,6.43,6.26,7.01,6.65,,0.02,0.09,0.27,0.48,0.13
Phosphocholine,YHHSONZFOIEMCP-UHFFFAOYSA-N,C[N+](C)(C)CCOP(=O)(O)[O-],8.97,9.08,8.71,9.54,9.20,9.12,,0.11,0.25,0.57,0.23,0.15
Porphobilinogen,QSHWIQZFGQKFMA-UHFFFAOYSA-N,C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O,7.40,7.64,7.26,8.62,7.58,8.43,,0.24,0.14,1.23,0.18,1.03
Pravastatin,TUZYXOIXSAXUGO-PZAWKZKUSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,1.80,1.91,2.30,1.66,2.27,2.12,,0.11,0.50,0.14,0.47,0.32
Procarbazine,CPTBDICYNRMXFX-UHFFFAOYSA-N,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,4.61,2.75,3.31,4.52,2.57,4.34,,1.86,1.30,0.09,2.04,0.26
Pyrrole-2-carboxylic acid,WRHZVMBBRYBTKZ-UHFFFAOYSA-N,C1=CNC(=C1)C(=O)O,5.66,4.91,4.54,4.14,4.96,4.11,,0.75,1.13,1.53,0.70,1.56
Quercetin-3-O-beta-glucopyranosyl-6'-acetate,IGLUNMMNDNWZOA-LNNZMUSMSA-N,CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,4.61,4.72,4.69,4.61,4.93,5.41,,0.11,0.08,0.00,0.32,0.80
Quercetin-3-ramnoside,OXGUCUVFOIWWQJ-HQBVPOQASA-N,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,4.70,4.87,4.77,4.00,4.92,4.87,,0.17,0.07,0.70,0.22,0.17
Raffinose,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,9.17,8.69,8.92,9.67,8.71,9.42,,0.48,0.25,0.50,0.46,0.25
Rofecoxib,RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,0.97,0.92,1.04,1.31,1.15,2.69,,0.05,0.07,0.34,0.18,1.72
Ropivacaine,ZKMNUMMKYBVTFN-UHFFFAOYSA-N,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,2.57,2.47,2.51,2.60,2.48,2.60,,0.10,0.06,0.03,0.09,0.03
Salicin,NGFMICBWJRZIBI-UJPOAAIJSA-N,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,4.48,4.35,4.35,3.65,4.23,4.50,,0.13,0.13,0.83,0.24,0.03
SDMA,HVPFXCBJHIIJGS-LURJTMIESA-N,CNC(=NC)NCCCC(C(=O)O)N,8.49,8.95,8.57,9.53,8.98,8.56,,0.46,0.08,1.04,0.49,0.07
Selegiline,MEZLKOACVSPNER-LBPRGKRZSA-N,CC(CC1=CC=CC=C1)N(C)CC#C,1.53,1.65,1.69,3.38,1.48,3.37,,0.12,0.16,1.86,0.04,1.85
Serotonin,QZAYGJVTTNCVMB-UHFFFAOYSA-N,C1=CC2=C(C=C1O)C(=CN2)CCN,1.44,3.39,2.97,4.12,3.07,4.29,,1.95,1.53,2.68,1.63,2.85
Sertraline,VGKDLMBJGBXTGI-YVEFUNNKSA-N,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,2.80,2.64,2.75,2.77,2.61,3.08,,0.16,0.05,0.03,0.19,0.28
Succinic acid,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,4.46,3.96,4.33,4.88,4.54,5.90,,0.50,0.14,0.42,0.07,1.44
Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,8.05,8.20,8.06,8.14,7.97,8.80,,0.15,0.01,0.09,0.08,0.75
Sulfasalazine,OQANPHBRHBJGNZ-BKUYFWCQSA-N,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,2.01,2.67,2.45,2.31,2.25,3.28,,0.66,0.44,0.30,0.23,1.26
Sulforaphane,SUVMJBTUFCVSAD-UHFFFAOYSA-N,CS(=O)CCCCN=C=S,1.14,1.68,2.40,1.82,1.65,2.10,,0.54,1.26,0.68,0.51,0.96
Syringetin-3-O-glucoside,JMFWYRWPJVEZPV-AVGVHVDKSA-N,COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O,4.32,4.71,4.61,4.40,4.82,4.69,,0.39,0.29,0.08,0.49,0.36
Syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C(=O)O,1.35,1.46,1.65,1.94,1.64,2.27,,0.11,0.30,0.58,0.28,0.92
Taxifolin,CXQWRCVTCMQVQX-HUUCEWRRSA-N,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1.78,2.97,2.89,3.26,2.89,4.70,,1.19,1.11,1.48,1.11,2.92
Tegafur,WFWLQNSHRPWKFK-UHFFFAOYSA-N,C1CC(OC1)N2C=C(C(=O)NC2=O)F,1.22,1.33,1.44,1.96,1.29,1.92,,0.11,0.22,0.74,0.07,0.70
Theophylline,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1.54,1.81,1.77,1.70,1.52,3.00,,0.27,0.23,0.15,0.02,1.45
Tibolone,WZDGZWOAQTVYBX-XOINTXKNSA-N,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,1.00,1.26,1.03,0.99,1.20,0.75,,0.26,0.03,0.01,0.20,0.24
trans-Piceid,HSTZMXCBWJGKHG-CUYWLFDKSA-N,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,4.64,4.45,4.54,3.02,4.20,4.63,,0.19,0.10,1.62,0.44,0.01
Trehalose-6-phosphate,LABSPYBHMPDTEL-LIZSDCNHSA-N,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O)O)O)O,9.72,9.88,9.54,9.66,10.00,10.26,,0.16,0.18,0.06,0.29,0.54
Tremulacin,RCKCYCDBDYUIGM-LFMHJWGUSA-N,C1CC(=O)C(C=C1)(C(=O)OCC2=CC=CC=C2OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC=CC=C4)O,1.51,2.29,2.29,1.04,1.88,2.28,,0.78,0.78,0.47,0.37,0.77
Triptolide,DFBIRQPKNDILPW-CIVMWXNOSA-N,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,1.02,1.19,1.27,0.83,1.16,-0.05,,0.17,0.25,0.19,0.14,1.07
